listing_id,year,count
21504087,2018,19
21505219,2022,4
21505219,2023,4
21505219,2024,1
21508725,2017,2
21508725,2018,11
21508725,2019,4
21508776,2017,3
21508776,2018,4
21508776,2024,2
21508890,2022,3
21508890,2023,8
21508890,2024,2
21509719,2018,7
21509719,2019,10
21509719,2020,4
21509719,2023,15
21509719,2024,14
21511519,2018,1
21512222,2022,1
21512772,2017,14
21512772,2018,8
21512772,2019,13
21512772,2021,9
21512772,2022,9
21512975,2021,1
21516222,2017,1
21516222,2018,1
21520331,2018,1
21520331,2019,5
21520331,2020,3
21520331,2021,1
21520331,2022,8
21521250,2017,5
21521250,2018,13
21521250,2019,18
21521250,2020,2
21521250,2021,22
21521250,2022,13
21521250,2023,16
21521250,2024,14
21521674,2017,1
21521674,2018,12
21521674,2019,9
21521674,2023,7
21521674,2024,8
21521806,2018,17
21521806,2019,14
21521806,2020,8
21521806,2021,3
21521806,2022,11
21521806,2023,7
21521806,2024,2
21522002,2017,3
21522002,2018,6
21522817,2018,5
21522817,2019,3
21522817,2020,1
21522817,2021,5
21522817,2022,3
21522817,2023,3
21522817,2024,5
21523290,2017,2
21523290,2018,4
21523290,2019,21
21523290,2020,1
21525006,2021,5
21525006,2022,6
21525006,2023,10
21525006,2024,6
21526134,2017,2
21526134,2018,4
21526495,2017,1
21526805,2017,3
21527234,2017,1
21527234,2018,14
21527234,2019,10
21527234,2020,1
21527234,2021,5
21527234,2022,13
21527531,2017,8
21527531,2018,56
21527531,2019,76
21527531,2020,8
21527531,2021,45
21527531,2022,37
21527531,2023,41
21527531,2024,28
21528713,2018,6
21528714,2017,5
21528714,2018,6
21528956,2018,15
21528956,2019,18
21528956,2020,7
21528956,2021,9
21528956,2022,18
21528956,2023,10
21528956,2024,7
21529082,2017,2
21529082,2018,3
21529082,2019,3
21529082,2020,1
21529082,2021,1
21529082,2022,3
21529082,2023,3
21529139,2017,1
21529139,2018,4
21529139,2019,5
21529139,2020,2
21529139,2021,1
21529139,2022,2
21529139,2023,1
21529139,2024,3
21529678,2019,1
21529678,2021,1
21529678,2022,4
21530316,2017,1
21530316,2018,2
21530316,2019,5
21530316,2020,2
21530316,2022,3
21530316,2023,1
21530316,2024,1
21533107,2017,1
21533107,2018,11
21533107,2019,11
21533107,2020,3
21533107,2021,6
21533107,2022,1
21533107,2024,1
21533321,2017,1
21533363,2017,1
21533363,2018,13
21533397,2017,1
21533397,2018,7
21533397,2019,2
21534184,2017,3
21534888,2017,6
21534888,2018,16
21534888,2019,19
21534888,2022,1
21534888,2023,13
21535019,2017,2
21535887,2017,1
21535887,2018,1
21536739,2020,3
21536739,2024,2
21537106,2017,4
21537106,2018,3
21537106,2023,12
21537106,2024,23
21538702,2017,3
21538702,2018,4
21538702,2020,2
21538702,2021,1
21538702,2022,1
21539638,2018,4
21543204,2017,1
21543204,2019,5
21543204,2020,3
21543204,2021,2
21543204,2022,14
21543204,2023,8
21543204,2024,9
21544019,2017,2
21544019,2018,14
21544019,2019,4
21544019,2022,5
21544019,2023,1
21544019,2024,1
21544348,2018,3
21544348,2020,1
21544525,2017,1
21547535,2017,2
21547535,2018,2
21547789,2017,3
21547789,2018,32
21547789,2019,24
21548875,2017,2
21548875,2018,2
21549379,2018,12
21549379,2019,19
21549379,2020,6
21549379,2021,7
21549379,2022,39
21549379,2023,39
21549379,2024,18
21550018,2017,1
21550018,2018,5
21550107,2017,2
21550107,2018,1
21550107,2019,1
21555965,2017,1
21555965,2018,14
21555965,2019,6
21556610,2018,2
21556610,2019,14
21556610,2021,2
21556610,2022,5
21556610,2023,3
21556610,2024,2
21557018,2021,3
21557018,2022,6
21557018,2023,2
21557018,2024,1
21557303,2017,4
21557303,2018,62
21557303,2019,43
21557303,2020,10
21557303,2021,25
21557303,2022,39
21557303,2023,48
21557303,2024,33
21557614,2018,8
21557614,2019,10
21557614,2020,1
21557614,2022,5
21557916,2017,7
21557916,2018,59
21557916,2019,46
21557916,2020,6
21557916,2021,7
21557916,2022,27
21557916,2023,40
21557916,2024,18
21558448,2017,3
21558448,2018,22
21558448,2019,3
21558448,2020,2
21558448,2021,2
21558448,2022,37
21558448,2023,31
21558448,2024,15
21558534,2018,6
21560224,2017,7
21560224,2018,56
21560224,2019,49
21560224,2020,7
21560224,2022,36
21560224,2023,72
21560224,2024,32
21561372,2023,4
21561372,2024,2
21561999,2017,3
21561999,2018,40
21561999,2019,52
21561999,2020,7
21561999,2021,23
21561999,2022,26
21561999,2023,24
21561999,2024,8
21563009,2017,1
21563009,2018,11
21563009,2019,2
21563009,2020,1
21563245,2018,1
21563456,2017,10
21563456,2018,60
21563456,2019,45
21564151,2017,1
21564181,2017,3
21564181,2018,44
21564181,2019,59
21564181,2020,12
21564181,2021,26
21564181,2022,31
21564181,2023,30
21564181,2024,12
21564698,2018,6
21564698,2019,19
21564698,2020,2
21564698,2021,3
21564698,2022,7
21564698,2023,12
21564698,2024,4
21565468,2017,5
21571036,2017,5
21571694,2017,10
21571694,2018,19
21571694,2019,10
21571694,2020,1
21571694,2021,4
21571694,2022,9
21571694,2023,14
21572444,2021,1
21572467,2017,1
21572467,2018,13
21572467,2019,7
21572479,2019,1
21572479,2020,1
21572479,2023,5
21572479,2024,2
21572615,2023,2
21572928,2024,1
21573049,2024,1
21573664,2018,1
21573664,2019,1
21573664,2022,4
21573664,2023,9
21573664,2024,3
21573667,2023,1
21573839,2022,1
21573882,2022,1
21573994,2019,1
21573994,2022,1
21573994,2023,3
21573994,2024,1
21574087,2017,1
21574087,2018,4
21574087,2019,1
21574286,2018,21
21574286,2021,1
21574286,2022,2
21574286,2023,3
21574550,2017,1
21574550,2018,2
21574572,2018,2
21574572,2021,1
21574572,2022,2
21574572,2023,2
21575093,2019,2
21575093,2024,1
21575338,2021,1
21575338,2023,1
21575700,2017,3
21575700,2018,12
21575700,2019,4
21575700,2020,1
21575734,2018,3
21575734,2019,1
21575734,2023,1
21575910,2024,1
21575986,2023,2
21575989,2021,1
21575989,2022,2
21575989,2023,1
21576083,2017,1
21576083,2018,22
21576083,2019,14
21576083,2020,3
21576083,2021,13
21576083,2022,30
21576083,2023,24
21576083,2024,24
21576269,2018,1
21576269,2024,1
21576770,2017,8
21576770,2018,11
21576924,2018,1
21577907,2017,1
21577907,2018,10
21577907,2019,20
21577907,2020,2
21578261,2017,2
21578261,2018,4
21578261,2019,9
21578261,2021,9
21578261,2022,19
21578261,2023,8
21578261,2024,3
21580482,2018,6
21580482,2019,5
21580482,2020,1
21580482,2022,1
21580482,2023,1
21580482,2024,1
21580605,2017,2
21580605,2018,8
21580605,2019,4
21580605,2020,1
21580605,2021,1
21580605,2024,2
21580789,2017,1
21580789,2019,1
21580789,2021,2
21580789,2022,1
21580987,2018,4
21580987,2019,3
21580987,2024,1
21581183,2017,3
21581183,2019,30
21581183,2020,5
21585578,2017,1
21585578,2018,1
21586277,2024,2
21586279,2018,1
21586430,2023,1
21586607,2018,1
21586992,2017,1
21586992,2018,1
21587154,2017,3
21587154,2018,12
21587154,2019,5
21587154,2020,1
21587154,2024,2
21587542,2017,1
21587542,2018,1
21587575,2018,18
21587575,2019,29
21587575,2020,25
21587575,2021,45
21587575,2022,39
21587575,2023,28
21587575,2024,24
21587602,2017,4
21588742,2019,2
21588742,2021,7
21588742,2022,2
21588833,2017,1
21588833,2018,13
21588833,2019,6
21588833,2020,1
21588833,2022,2
21590602,2018,1
21591318,2017,2
21591318,2018,4
21591510,2017,6
21591510,2018,10
21592687,2023,2
21592687,2024,4
21595736,2017,8
21595736,2018,33
21595736,2019,38
21595736,2020,6
21595736,2021,21
21595736,2022,37
21595736,2023,23
21595736,2024,6
21595748,2017,1
21595748,2018,14
21595748,2019,10
21595748,2020,2
21595748,2021,23
21595748,2022,22
21595748,2023,6
21595748,2024,4
21599245,2023,6
21599245,2024,9
21599417,2017,2
21599440,2018,6
21599893,2017,3
21599893,2018,20
21601948,2023,20
21602021,2017,2
21602021,2019,1
21603265,2017,1
21603265,2018,1
21603683,2017,7
21603683,2018,9
21603683,2023,8
21604001,2017,1
21604001,2018,1
21604001,2019,3
21604001,2020,1
21604001,2021,6
21604001,2022,16
21604001,2023,15
21604001,2024,3
21604251,2019,1
21605387,2017,4
21605399,2017,1
21605399,2018,9
21605414,2017,1
21605414,2018,1
21608077,2017,2
21608077,2018,21
21608077,2019,20
21608077,2021,4
21608077,2022,28
21608077,2023,15
21608077,2024,12
21608115,2017,3
21608457,2018,2
21608457,2019,6
21608457,2020,1
21608457,2023,1
21608457,2024,1
21609541,2017,2
21609541,2018,17
21609541,2019,11
21609541,2020,11
21609541,2021,7
21609541,2022,11
21609541,2023,21
21609541,2024,6
21615775,2019,16
21615775,2020,20
21615775,2021,27
21615775,2022,44
21615775,2023,33
21615775,2024,24
21616697,2018,2
21617650,2017,10
21617650,2018,72
21617650,2019,43
21617650,2020,23
21617650,2021,38
21617650,2022,56
21617650,2023,60
21617650,2024,39
21618097,2017,2
21618450,2018,4
21618450,2019,1
21618584,2017,1
21618989,2017,3
21618989,2018,9
21619224,2017,1
21619224,2018,3
21619224,2019,1
21620728,2022,2
21620728,2023,6
21620728,2024,11
21622428,2017,1
21622428,2018,19
21622428,2019,18
21622429,2017,3
21622429,2018,21
21622429,2019,12
21622429,2020,2
21622429,2021,1
21622429,2022,1
21622429,2023,3
21622429,2024,2
21622891,2017,1
21622891,2019,4
21622891,2022,1
21622891,2023,2
21624568,2019,12
21624568,2021,7
21624568,2022,6
21624568,2023,3
21624568,2024,3
21624574,2017,4
21624574,2018,6
21624574,2019,20
21624574,2021,31
21624574,2022,16
21624574,2023,15
21624574,2024,12
21626887,2023,2
21627210,2017,2
21627210,2018,1
21628288,2017,3
21628288,2018,8
21628288,2019,10
21628288,2020,5
21628288,2021,2
21628288,2022,3
21628288,2023,4
21628501,2018,3
21628501,2019,1
21628501,2020,3
21629132,2017,5
21629132,2018,18
21629132,2019,17
21630699,2017,6
21630699,2018,24
21630699,2019,16
21630699,2020,11
21630699,2021,9
21630699,2022,11
21630699,2023,12
21630699,2024,8
21631019,2018,1
21632782,2020,1
21633574,2017,5
21633574,2018,24
21638212,2017,1
21638212,2018,15
21638212,2019,13
21638212,2021,2
21638212,2022,4
21638212,2023,8
21638212,2024,8
21640133,2017,3
21640133,2018,16
21640133,2019,12
21640133,2020,11
21640133,2021,5
21640133,2022,7
21640133,2023,11
21640133,2024,8
21640641,2018,9
21640899,2020,2
21640899,2022,1
21640899,2023,12
21641694,2017,1
21641694,2018,5
21641694,2019,6
21641694,2020,1
21641694,2021,4
21641694,2022,18
21641694,2023,9
21641694,2024,2
21641975,2017,3
21642159,2017,1
21642159,2018,26
21642159,2019,17
21642159,2020,5
21642159,2022,1
21642159,2023,13
21642159,2024,7
21642381,2017,2
21642381,2018,7
21642381,2023,1
21642658,2017,2
21642658,2018,13
21642658,2023,4
21642658,2024,8
21643581,2018,1
21643581,2019,1
21644400,2018,1
21644518,2018,3
21644518,2019,4
21644518,2020,3
21644518,2021,2
21644518,2022,5
21644605,2018,3
21647114,2017,3
21647114,2018,9
21653367,2017,1
21653468,2023,8
21653468,2024,4
21656386,2017,4
21656386,2018,14
21656386,2019,15
21656386,2021,10
21656386,2022,46
21656386,2023,11
21656386,2024,4
21656832,2017,1
21656832,2018,1
21661656,2018,3
21661656,2019,2
21662213,2017,2
21662213,2018,33
21663546,2017,1
21663546,2018,7
21663546,2019,4
21664022,2017,1
21664022,2018,1
21665385,2017,2
21670220,2019,3
21670687,2017,9
21670687,2018,57
21670687,2019,61
21670687,2020,21
21670687,2021,31
21670687,2022,28
21670687,2023,32
21670687,2024,23
21671588,2017,1
21671593,2018,2
21671593,2019,2
21671593,2020,2
21671593,2022,4
21671593,2023,5
21671593,2024,4
21671933,2017,1
21671933,2018,26
21671933,2019,17
21671933,2022,21
21671933,2023,31
21671933,2024,19
21672601,2017,3
21672715,2017,1
21673542,2018,20
21673542,2019,16
21673542,2020,12
21673542,2021,13
21673542,2022,22
21673542,2023,19
21673542,2024,15
21673573,2017,2
21673573,2018,2
21673573,2019,6
21673573,2020,2
21673573,2024,3
21673974,2021,8
21673974,2022,31
21673974,2023,17
21673974,2024,8
21674311,2018,2
21674628,2017,5
21674628,2018,50
21674628,2019,60
21674628,2020,7
21674628,2021,13
21674628,2022,54
21674628,2023,46
21674931,2018,3
21674955,2018,11
21674955,2020,1
21675982,2018,1
21676224,2017,2
21676224,2018,12
21676224,2019,2
21676258,2017,2
21676258,2018,12
21676258,2019,12
21676258,2020,3
21676258,2021,2
21676258,2022,6
21676258,2023,8
21676258,2024,1
21676489,2017,3
21676489,2018,2
21676489,2019,10
21676489,2020,2
21676489,2021,3
21676489,2022,7
21676489,2023,9
21676489,2024,2
21677132,2017,1
21677132,2018,26
21677132,2019,22
21677132,2022,6
21677132,2023,19
21677132,2024,10
21678554,2017,4
21678554,2018,4
21679119,2017,3
21679119,2018,1
21679119,2020,1
21679119,2021,6
21679119,2022,2
21679119,2023,2
21679119,2024,1
21680141,2019,1
21680316,2018,1
21680529,2017,2
21680529,2018,10
21681010,2017,6
21681010,2018,20
21681010,2019,17
21681010,2020,5
21681010,2024,22
21681213,2017,5
21681213,2019,29
21681213,2020,4
21681213,2021,14
21681213,2022,60
21681213,2023,33
21681213,2024,12
21681332,2017,2
21681332,2018,10
21681332,2019,2
21681332,2024,1
21681483,2018,1
21682378,2017,1
21682378,2018,51
21682378,2019,29
21682378,2020,7
21682378,2021,4
21682378,2022,38
21682378,2023,18
21682378,2024,19
21682742,2017,5
21682742,2018,43
21682742,2019,1
21682742,2022,1
21685542,2018,4
21685542,2019,2
21685542,2020,2
21687051,2017,1
21687177,2017,2
21687177,2018,21
21687177,2019,13
21687518,2017,8
21687518,2018,17
21687558,2024,1
21688218,2019,1
21688218,2022,1
21688218,2023,1
21688537,2018,9
21688537,2019,11
21688537,2020,1
21688537,2024,6
21688692,2017,1
21688692,2018,6
21688692,2019,20
21688692,2020,2
21688692,2021,12
21688692,2022,21
21688692,2023,20
21688692,2024,2
21690018,2022,4
21690018,2023,8
21690018,2024,6
21690070,2017,1
21690070,2018,12
21690106,2017,3
21690106,2018,26
21690106,2019,14
21690170,2017,1
21690170,2018,2
21690170,2021,1
21690170,2022,4
21690170,2023,8
21690170,2024,3
21693186,2018,1
21694671,2017,1
21694671,2018,4
21697609,2017,2
21697609,2018,3
21697609,2019,5
21697609,2021,8
21697609,2022,8
21697609,2023,25
21697609,2024,6
21698524,2017,8
21698524,2018,7
21700003,2017,1
21700003,2019,4
21702472,2019,5
21702472,2022,2
21704321,2017,3
21704321,2018,9
21704321,2019,45
21704321,2020,18
21704321,2021,28
21704321,2022,53
21704321,2023,12
21704321,2024,1
21704608,2023,1
21704608,2024,1
21704697,2021,6
21704697,2022,8
21704697,2023,15
21704697,2024,4
21704709,2021,1
21705531,2019,1
21705531,2021,3
21705708,2017,1
21705708,2018,3
21705708,2019,2
21705708,2023,1
21706030,2017,1
21706030,2018,9
21706030,2019,12
21706030,2020,3
21706030,2021,4
21706030,2022,7
21706030,2023,3
21706030,2024,4
21706674,2023,27
21706674,2024,22
21707045,2017,3
21707045,2018,3
21707045,2019,2
21707045,2022,5
21707045,2023,8
21707045,2024,4
21707490,2018,1
21707825,2017,4
21707825,2018,14
21707825,2019,11
21707825,2020,2
21707825,2021,6
21707825,2022,14
21707825,2023,7
21707825,2024,4
21709109,2017,2
21709109,2018,10
21709109,2019,3
21709109,2021,1
21709109,2023,2
21710034,2018,1
21710034,2024,3
21710505,2018,1
21710620,2017,2
21710620,2018,7
21711238,2018,1
21711238,2019,9
21711238,2020,1
21711238,2021,2
21711238,2022,4
21711238,2023,7
21711238,2024,1
21712568,2017,1
21712568,2018,6
21712876,2018,10
21712876,2019,24
21712876,2020,6
21713109,2019,1
21713109,2022,4
21713109,2023,2
21713109,2024,3
21713645,2018,14
21713645,2019,22
21713645,2020,6
21713645,2021,1
21713645,2022,11
21713645,2023,9
21713645,2024,3
21718300,2017,3
21718300,2018,39
21718300,2019,48
21718300,2020,28
21718300,2021,26
21718300,2022,33
21718300,2023,30
21718300,2024,19
21720313,2017,1
21720313,2018,2
21720827,2018,8
21721338,2017,1
21721338,2018,17
21721338,2020,1
21721541,2017,1
21721541,2018,2
21721662,2017,8
21721662,2018,49
21721662,2019,93
21721662,2020,14
21721662,2021,38
21721662,2022,27
21721662,2023,43
21721662,2024,35
21722381,2017,2
21722381,2018,18
21722381,2019,15
21722381,2021,1
21722381,2022,9
21722381,2023,11
21722381,2024,8
21722685,2017,2
21722685,2018,15
21722685,2019,34
21722685,2020,7
21722685,2023,42
21722685,2024,18
21722880,2018,5
21722880,2019,20
21722880,2020,8
21722880,2023,22
21722880,2024,17
21723009,2019,11
21723009,2020,7
21723009,2021,14
21723009,2022,8
21723009,2023,13
21723009,2024,5
21723866,2018,13
21723866,2019,19
21723866,2022,11
21723866,2023,1
21725345,2017,13
21725345,2018,111
21725345,2019,91
21725345,2020,20
21726042,2018,1
21726631,2017,5
21726631,2018,17
21726631,2022,12
21726631,2023,9
21726631,2024,15
21727335,2017,2
21727335,2018,1
21727335,2019,2
21728384,2017,1
21728384,2018,1
21728956,2017,18
21728956,2018,121
21728956,2019,92
21728956,2020,27
21728956,2021,38
21728956,2022,75
21728956,2023,77
21728956,2024,38
21729481,2017,1
21729481,2018,9
21732191,2018,3
21732237,2017,1
21732237,2018,1
21732966,2018,17
21732966,2019,13
21732966,2020,5
21732966,2021,3
21732966,2022,15
21732966,2023,11
21732966,2024,3
21733162,2018,3
21733162,2019,13
21733162,2020,2
21733162,2021,7
21733162,2022,24
21733162,2023,16
21733162,2024,14
21733351,2017,1
21733351,2018,6
21734286,2018,10
21734590,2017,2
21734590,2018,3
21734590,2019,6
21734590,2023,5
21734590,2024,10
21734867,2017,1
21734867,2018,2
21736193,2018,6
21736899,2017,2
21736899,2018,3
21736899,2019,3
21736899,2021,4
21736899,2022,14
21736899,2023,7
21737892,2018,4
21737892,2019,3
21737920,2017,2
21737920,2018,3
21738831,2018,2
21738831,2020,1
21739225,2017,6
21739225,2018,20
21741200,2018,13
21741200,2021,10
21741200,2022,25
21741200,2023,67
21741200,2024,39
21743301,2017,1
21743301,2019,1
21744027,2020,4
21744572,2018,4
21744914,2017,2
21744914,2018,12
21744914,2019,9
21744914,2020,1
21744914,2021,4
21744914,2022,3
21745003,2018,8
21745688,2018,11
21745688,2019,17
21745688,2021,1
21745688,2022,5
21745688,2023,6
21745688,2024,5
21746144,2017,4
21746144,2018,21
21747735,2018,1
21747735,2019,1
21747735,2020,2
21747735,2021,1
21747816,2017,2
21747816,2018,7
21747816,2023,43
21747816,2024,46
21748172,2017,1
21748172,2018,5
21748172,2019,3
21749947,2018,10
21749947,2019,6
21753400,2017,1
21753400,2018,8
21753400,2019,14
21753976,2018,2
21753976,2019,3
21753976,2021,1
21753976,2022,2
21753976,2023,1
21753976,2024,1
21757602,2018,4
21759561,2024,11
21760857,2017,1
21760857,2018,12
21760857,2019,6
21761137,2019,2
21761484,2017,2
21761484,2018,12
21761484,2019,16
21761484,2020,1
21761484,2022,8
21761484,2023,6
21761484,2024,3
21761677,2017,6
21761677,2018,15
21761677,2022,11
21761677,2023,36
21761677,2024,11
21763163,2018,1
21763163,2019,1
21763513,2017,3
21763633,2018,7
21763633,2022,2
21764073,2017,9
21764073,2018,5
21764073,2019,7
21764073,2020,15
21767051,2018,4
21767206,2017,4
21767206,2018,19
21767393,2017,1
21767393,2018,1
21767778,2018,12
21767778,2019,19
21767778,2020,2
21767778,2023,14
21767778,2024,16
21768332,2018,4
21768332,2019,1
21768332,2021,2
21768332,2022,9
21768332,2023,9
21768332,2024,2
21773598,2018,16
21773598,2019,23
21773598,2020,2
21773598,2021,3
21773598,2022,4
21773598,2023,22
21773598,2024,9
21774954,2017,2
21774954,2018,15
21774954,2019,1
21774954,2021,1
21774954,2022,2
21774954,2023,1
21774954,2024,1
21775517,2017,1
21775517,2018,1
21776054,2017,1
21776054,2018,8
21776054,2019,4
21776054,2020,2
21776548,2018,4
21776548,2019,3
21777787,2017,1
21777787,2018,1
21777787,2019,1
21777787,2021,3
21777787,2022,4
21777787,2023,1
21777839,2017,1
21777839,2018,66
21777839,2019,60
21777839,2020,15
21777839,2022,54
21777839,2023,66
21777839,2024,43
21777846,2017,1
21777846,2018,2
21777846,2021,1
21777846,2022,5
21777846,2023,14
21777846,2024,10
21778363,2017,1
21778363,2018,5
21778363,2019,4
21778363,2020,2
21778363,2021,2
21778363,2022,2
21778363,2023,6
21779745,2017,1
21779745,2018,4
21780105,2018,5
21780105,2019,2
21780105,2020,2
21780105,2022,2
21780105,2023,1
21780537,2017,5
21780537,2018,16
21780537,2019,35
21780537,2020,7
21780537,2021,10
21780537,2022,14
21780537,2023,16
21780537,2024,3
21780694,2017,2
21780694,2018,27
21780694,2019,16
21780694,2021,6
21780694,2022,4
21780694,2023,6
21781674,2018,8
21781674,2019,17
21781674,2021,2
21781674,2022,14
21781674,2023,8
21781674,2024,2
21781838,2018,9
21781838,2019,15
21781838,2020,2
21781838,2021,4
21781838,2022,24
21781838,2023,9
21781838,2024,2
21782123,2017,5
21782123,2018,60
21782123,2019,39
21782123,2020,7
21782123,2021,15
21782123,2022,63
21782123,2023,52
21782123,2024,27
21782421,2017,6
21782421,2018,45
21782421,2019,30
21782421,2020,7
21782421,2022,24
21782421,2023,49
21782421,2024,39
21784721,2017,1
21785128,2017,4
21785128,2018,53
21785128,2019,74
21785128,2020,30
21785128,2021,61
21785128,2022,88
21785128,2023,84
21785128,2024,61
21786029,2017,1
21786029,2018,2
21786029,2019,5
21787438,2018,25
21787438,2019,22
21787438,2020,4
21791667,2017,2
21791667,2018,1
21791667,2019,2
21791667,2020,1
21791770,2018,32
21791770,2019,29
21791979,2018,1
21793101,2017,1
21793233,2018,1
21793883,2017,1
21793883,2018,3
21793883,2020,1
21793883,2021,1
21794801,2017,1
21794801,2018,2
21794801,2019,6
21794801,2020,3
21795445,2018,3
21795445,2019,1
21795445,2023,1
21795791,2018,1
21795791,2019,3
21795791,2021,2
21795791,2023,3
21795791,2024,1
21796016,2018,15
21796016,2019,6
21796016,2020,7
21796016,2021,6
21796016,2022,5
21796016,2023,6
21796016,2024,7
21796196,2018,12
21796196,2019,23
21796196,2020,2
21796196,2021,11
21796196,2022,27
21796196,2023,45
21796196,2024,34
21796707,2017,7
21796707,2018,107
21796707,2019,113
21796707,2020,23
21796707,2021,37
21796707,2022,77
21796707,2023,80
21796707,2024,63
21797164,2018,19
21797164,2019,11
21797164,2022,10
21797164,2023,1
21798350,2017,3
21798350,2018,5
21798514,2018,25
21798514,2019,17
21798514,2022,32
21798514,2023,28
21798514,2024,2
21799366,2017,3
21799366,2018,7
21799366,2019,9
21801259,2018,15
21801580,2019,1
21801580,2020,1
21805789,2018,2
21806118,2019,1
21806118,2021,2
21806118,2022,1
21808148,2018,2
21808723,2017,1
21808723,2018,10
21808723,2022,27
21808723,2023,22
21808723,2024,11
21809717,2017,2
21809717,2018,2
21809717,2022,6
21809717,2023,17
21809717,2024,5
21810212,2018,5
21810905,2017,4
21810905,2018,21
21810905,2019,10
21812050,2017,1
21812050,2018,1
21812052,2018,2
21812052,2019,10
21812052,2023,15
21812052,2024,6
21812439,2018,9
21812439,2019,9
21812439,2020,3
21814269,2017,1
21814902,2018,1
21815090,2018,1
21815090,2019,4
21815090,2020,1
21815090,2022,4
21815090,2023,6
21815090,2024,1
21818696,2018,2
21818696,2024,7
21819335,2018,4
21819335,2019,13
21819335,2020,7
21819335,2021,12
21819335,2022,29
21819335,2023,29
21819335,2024,22
21821270,2018,6
21821270,2019,4
21822160,2017,1
21822160,2018,2
21822571,2018,5
21823215,2018,1
21823215,2019,2
21823215,2023,3
21823916,2017,4
21823916,2018,4
21831200,2017,2
21831200,2018,22
21831200,2019,15
21831200,2023,11
21832694,2018,23
21832694,2019,54
21832694,2020,22
21832694,2021,21
21832694,2022,12
21832694,2023,24
21832694,2024,23
21832855,2017,1
21832855,2018,4
21832855,2019,4
21832855,2021,2
21832855,2022,4
21832855,2023,2
21833071,2017,1
21833071,2018,3
21833071,2019,5
21833071,2020,3
21833071,2022,3
21833071,2024,1
21834022,2018,4
21834022,2019,2
21834022,2022,3
21834022,2023,21
21834022,2024,11
21834372,2018,1
21835637,2022,2
21835866,2018,12
21835866,2019,14
21835866,2020,3
21837090,2017,2
21839494,2017,9
21839494,2018,61
21839494,2019,28
21839494,2020,18
21839494,2021,7
21839494,2022,12
21839494,2023,27
21839494,2024,14
21839495,2017,12
21839495,2018,68
21839495,2019,31
21839495,2020,12
21839495,2021,9
21839495,2022,12
21839495,2023,25
21839495,2024,16
21841316,2017,4
21843635,2018,13
21843635,2019,12
21843635,2020,2
21843635,2023,6
21843635,2024,1
21845656,2018,1
21845824,2017,1
21846104,2018,1
21846104,2020,1
21846104,2022,8
21846104,2023,14
21846104,2024,11
21846301,2018,2
21846301,2019,1
21846301,2022,1
21846301,2023,1
21846301,2024,1
21846465,2017,3
21846465,2018,1
21848405,2018,1
21848534,2018,21
21848534,2019,24
21848534,2020,5
21848534,2021,5
21848534,2022,39
21848534,2023,30
21848534,2024,4
21848713,2018,11
21848713,2019,5
21848713,2021,5
21848713,2022,8
21848713,2023,1
21849082,2023,1
21849082,2024,1
21849223,2017,1
21849223,2018,7
21849223,2019,10
21849999,2018,1
21850935,2017,3
21850935,2018,11
21850935,2019,8
21850935,2020,10
21850935,2021,11
21850935,2022,59
21850935,2023,55
21850935,2024,43
21854016,2017,1
21854016,2018,9
21854016,2019,14
21854016,2020,3
21854016,2021,9
21854016,2022,22
21854016,2023,20
21854016,2024,8
21855837,2017,6
21855837,2018,99
21855837,2019,93
21855837,2020,16
21856449,2018,2
21856449,2024,1
21856590,2018,1
21856590,2019,1
21856590,2023,3
21856590,2024,2
21856834,2024,4
21857025,2017,4
21857025,2018,22
21857117,2017,5
21857117,2018,11
21857117,2019,8
21857437,2018,3
21857437,2019,2
21857437,2020,1
21857437,2021,1
21857437,2023,3
21857911,2018,3
21857911,2019,1
21857911,2020,1
21858289,2018,1
21858538,2017,1
21858538,2018,11
21858538,2019,14
21858538,2020,3
21858538,2021,1
21858600,2017,1
21858600,2018,3
21858600,2019,4
21858600,2020,1
21862485,2017,6
21863251,2018,8
21863251,2019,2
21863965,2017,1
21863965,2018,1
21864259,2017,4
21864259,2018,57
21864259,2019,8
21864702,2018,10
21864702,2019,6
21864723,2018,5
21864886,2017,1
21864886,2018,15
21864886,2019,7
21864886,2020,1
21864987,2017,1
21864987,2018,1
21866564,2017,2
21866564,2018,6
21867363,2017,1
21872319,2018,5
21874403,2018,5
21874403,2020,1
21874690,2018,6
21874690,2019,1
21874690,2020,1
21874690,2022,1
21874690,2023,1
21874690,2024,1
21875364,2018,2
21875901,2021,2
21875901,2022,6
21875901,2023,3
21875901,2024,3
21876854,2018,8
21876854,2019,7
21878437,2017,1
21878437,2018,9
21878437,2019,13
21878437,2020,1
21878437,2021,6
21878437,2022,14
21878617,2017,1
21878617,2018,14
21878617,2019,4
21879160,2018,7
21879160,2019,10
21879160,2021,6
21879160,2022,13
21879160,2023,8
21879160,2024,6
21879577,2019,2
21879577,2020,1
21879577,2023,1
21879577,2024,1
21880752,2018,19
21880752,2019,25
21880752,2020,1
21880752,2021,1
21880752,2022,5
21880752,2023,35
21880752,2024,17
21881040,2017,2
21881040,2018,4
21881718,2018,5
21881718,2019,5
21881948,2018,4
21881948,2022,15
21881948,2023,14
21881948,2024,8
21883647,2017,1
21883647,2018,31
21883647,2019,6
21883647,2020,1
21883647,2021,1
21883647,2022,2
21883647,2023,2
21883647,2024,6
21884329,2018,1
21885921,2017,1
21887120,2018,13
